epoch,loss,epoch_elapsed
0,0.05509825423359871,nan
1,0.05505755916237831,882.0959413051605
2,0.055040258914232254,881.7332592010498
3,0.05498052388429642,881.7365803718567
4,0.054947949945926666,880.304230928421
5,0.05494130775332451,880.2673799991608
6,0.05493569374084473,880.2367434501648
7,0.054936621338129044,879.8423964977264
8,0.054935093969106674,882.7015607357025
9,0.05493224039673805,879.2187302112579
10,0.05493222549557686,884.364453792572


11,0.0549352765083313,nan
12,0.05492875725030899,880.2010345458984
13,0.05492794141173363,881.2372341156006
14,0.054923877120018005,877.8767352104187
15,0.0549258217215538,880.008403301239
16,0.054927196353673935,879.989609003067
17,0.05492288991808891,880.8248715400696
18,0.05493941903114319,880.9021697044373
19,0.054921314120292664,881.093508720398
20,0.054922815412282944,881.9633424282074

21,0.054922886192798615,883.0706100463867
