epoch,loss,balanced_accuracy,balanced_accuracy_Other,balanced_accuracy_TypeA,balanced_accuracy_TypeB,balanced_accuracy_TypeC,elapsed,mean_valid
0,0.1378020942211151,0.5060873031616211,0.5742836594581604,0.5060873031616211,0.5947139263153076,0.5100184082984924,982.1240441799164,0.06317514940643949
1,0.08217687159776688,0.868944525718689,0.967251181602478,0.868944525718689,0.9657243490219116,0.9315190315246582,993.8820691108704,0.11630385900054659

2,0.057020291686058044,0.986168622970581,0.9936203956604004,0.986168622970581,0.9924497604370117,0.9878450036048889,980.7551279067993,0.17433469292981285

3,0.04429561272263527,0.9886789917945862,0.9943047165870667,0.9886789917945862,0.9935405254364014,0.9902716875076294,981.8656175136566,0.17394878994056157
4,0.037230234593153,0.985150933265686,0.9923838376998901,0.985150933265686,0.9918617606163025,0.9883816242218018,981.0013873577118,0.17329254970823016
5,0.03402283415198326,0.9734658002853394,0.9851675629615784,0.9734658002853394,0.9846785068511963,0.9795397520065308,993.9553940296173,0.17562466053622108

